Airport_Code,Airport_Name,Late_Aircraft,Delays_NAS,Delays_Security,Delays_Weather,Flights_Cancelled,Flights_Delayed,Flights_Diverted,Flights_OnTime
DTW,"Detroit, MI: Detroit Metro Wayne County",1270,1394,10,77,267,3647,5,11135
EWR,"Newark, NJ: Newark Liberty International",913,3644,8,185,328,5046,15,7590
FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",490,488,3,35,33,1392,13,4685
IAD,"Washington, DC: Washington Dulles International",778,458,2,51,175,1822,5,6570
IAH,"Houston, TX: George Bush Intercontinental/Houston",1192,2033,14,150,416,4035,13,13974
JFK,"New York, NY: John F. Kennedy International",961,1526,10,133,150,3223,28,7088
LAS,"Las Vegas, NV: McCarran International",1295,1092,12,88,161,3353,13,11527
LAX,"Los Angeles, CA: Los Angeles International",1414,1405,17,138,379,4351,32,14940
LGA,"New York, NY: LaGuardia",717,1953,4,181,444,3359,28,6792
MCO,"Orlando, FL: Orlando International",690,723,4,66,70,2084,4,8121
MDW,"Chicago, IL: Chicago Midway International",523,446,3,47,147,1304,12,6732
MIA,"Miami, FL: Miami International",450,428,1,74,65,1379,6,4375
MSP,"Minneapolis, MN: Minneapolis-St Paul International",807,1032,12,82,172,2717,11,10052
ORD,"Chicago, IL: Chicago O'Hare International",3248,5442,6,257,1345,10628,41,19825
PDX,"Portland, OR: Portland International",447,258,5,46,59,1132,9,3500
PHL,"Philadelphia, PA: Philadelphia International",587,1138,2,116,138,2249,22,6415
PHX,"Phoenix, AZ: Phoenix Sky Harbor International",1144,1604,15,151,382,4157,18,13624
SAN,"San Diego, CA: San Diego International",562,399,9,54,109,1579,13,5973
SEA,"Seattle, WA: Seattle/Tacoma International",811,782,15,63,161,2290,31,6010
SFO,"San Francisco, CA: San Francisco International",803,863,7,92,183,2599,9,8137
SLC,"Salt Lake City, UT: Salt Lake City International",1477,615,17,298,267,3618,21,8281
TPA,"Tampa, FL: Tampa International",505,439,3,34,46,1389,5,5483
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2109,2201,10,491,992,6802,10,21962
BOS,"Boston, MA: Logan International",1028,932,4,198,844,2942,10,6778
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",727,392,7,70,404,1693,21,5890
CLT,"Charlotte, NC: Charlotte Douglas International",1033,996,2,121,380,3076,14,5892
DCA,"Washington, DC: Ronald Reagan Washington National",622,660,3,111,599,1917,31,4536
DEN,"Denver, CO: Denver International",1870,1451,14,286,657,5241,17,12406
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",2052,1900,3,431,1203,5515,105,15908
DTW,"Detroit, MI: Detroit Metro Wayne County",1732,1599,7,163,792,4628,49,8372
EWR,"Newark, NJ: Newark Liberty International",1040,3266,9,166,671,4913,18,6216
FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",625,800,4,72,146,1990,7,3723
IAD,"Washington, DC: Washington Dulles International",936,440,8,81,775,2087,21,4808
IAH,"Houston, TX: George Bush Intercontinental/Houston",871,1460,18,120,126,3052,37,13457
JFK,"New York, NY: John F. Kennedy International",1028,1397,7,124,985,3206,34,5415
LAS,"Las Vegas, NV: McCarran International",1513,937,13,107,222,3522,9,9933
LAX,"Los Angeles, CA: Los Angeles International",1572,1365,12,189,420,4428,27,12919
LGA,"New York, NY: LaGuardia",800,1754,5,221,816,3355,10,5489
MCO,"Orlando, FL: Orlando International",879,943,7,131,227,2705,10,6736
MDW,"Chicago, IL: Chicago Midway International",691,617,13,98,430,1770,81,5039
MIA,"Miami, FL: Miami International",483,628,1,133,131,1687,2,3543
MSP,"Minneapolis, MN: Minneapolis-St Paul International",1226,1430,16,127,531,3741,43,7758
ORD,"Chicago, IL: Chicago O'Hare International",3780,4917,9,301,2998,10968,35,14987
PDX,"Portland, OR: Portland International",478,326,9,37,72,1171,4,2979
PHL,"Philadelphia, PA: Philadelphia International",811,936,3,118,477,2470,47,5038
PHX,"Phoenix, AZ: Phoenix Sky Harbor International",1339,1007,24,138,355,3698,33,12325
SAN,"San Diego, CA: San Diego International",634,394,9,45,159,1683,26,5052
SEA,"Seattle, WA: Seattle/Tacoma International",756,770,13,76,156,2244,17,5303
SFO,"San Francisco, CA: San Francisco International",951,1652,7,103,389,3589,10,5950
SLC,"Salt Lake City, UT: Salt Lake City International",1103,428,9,168,206,2780,8,8017
TPA,"Tampa, FL: Tampa International",607,592,7,81,149,1819,8,4425
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",1851,2108,7,327,710,6341,32,26950
BOS,"Boston, MA: Logan International",1079,1380,4,162,558,3645,23,7800
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",823,442,8,49,227,1873,16,6959
CLT,"Charlotte, NC: Charlotte Douglas International",1334,1152,0,61,265,3905,10,6377
DCA,"Washington, DC: Ronald Reagan Washington National",741,755,2,76,331,2266,9,5246
DEN,"Denver, CO: Denver International",1537,888,21,105,308,3869,9,16571
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",1665,1805,12,276,772,4840,160,19527
DTW,"Detroit, MI: Detroit Metro Wayne County",1320,1565,19,122,499,4138,13,10827
EWR,"Newark, NJ: Newark Liberty International",1243,3468,7,110,914,5303,47,7296
FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",692,563,1,46,113,1901,8,4800
IAD,"Washington, DC: Washington Dulles International",823,616,5,54,310,2231,4,6127
IAH,"Houston, TX: George Bush Intercontinental/Houston",1371,1551,11,129,232,3767,100,14579
JFK,"New York, NY: John F. Kennedy International",1095,2304,8,161,522,4263,43,6186
LAS,"Las Vegas, NV: McCarran International",1422,720,8,52,152,3166,10,12369
LAX,"Los Angeles, CA: Los Angeles International",1322,1089,11,118,316,3800,15,15938
LGA,"New York, NY: LaGuardia",860,2595,2,125,765,4190,19,5722
MCO,"Orlando, FL: Orlando International",1055,845,7,68,144,2874,4,8218
MDW,"Chicago, IL: Chicago Midway International",678,593,8,53,140,1723,16,6310
MIA,"Miami, FL: Miami International",482,455,3,55,97,1521,13,4276
MSP,"Minneapolis, MN: Minneapolis-St Paul International",1044,1335,18,70,600,3391,43,9631
ORD,"Chicago, IL: Chicago O'Hare International",3095,5515,14,222,1942,10591,126,19788
PDX,"Portland, OR: Portland International",365,235,7,19,36,959,3,3753
PHL,"Philadelphia, PA: Philadelphia International",1031,1252,3,66,400,3253,59,5404
PHX,"Phoenix, AZ: Phoenix Sky Harbor International",1322,1084,16,123,276,3884,26,14356
SAN,"San Diego, CA: San Diego International",544,250,5,26,86,1365,9,6364
SEA,"Seattle, WA: Seattle/Tacoma International",750,745,14,35,103,2203,12,6285
SFO,"San Francisco, CA: San Francisco International",769,524,7,33,187,2011,10,9015
SLC,"Salt Lake City, UT: Salt Lake City International",718,294,22,63,125,1914,1,10621
TPA,"Tampa, FL: Tampa International",688,458,1,48,102,1810,2,5609
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",1826,1841,7,299,446,5796,31,26618
BOS,"Boston, MA: Logan International",898,1793,6,175,285,3623,9,7487
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",686,396,6,61,80,1584,4,7203
CLT,"Charlotte, NC: Charlotte Douglas International",1051,1149,3,55,129,3165,9,7024
DCA,"Washington, DC: Ronald Reagan Washington National",634,646,4,77,167,1886,7,5518
DEN,"Denver, CO: Denver International",1407,1034,6,81,308,3641,15,15615
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",1748,1865,6,162,751,4865,190,18467
DTW,"Detroit, MI: Detroit Metro Wayne County",998,1195,11,54,259,3137,14,11534
EWR,"Newark, NJ: Newark Liberty International",1089,3720,13,130,472,5369,27,7202
FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",613,586,5,20,49,1662,12,4622
IAD,"Washington, DC: Washington Dulles International",791,526,6,48,247,1971,6,6015
IAH,"Houston, TX: George Bush Intercontinental/Houston",1052,1559,10,71,153,3249,107,13677
JFK,"New York, NY: John F. Kennedy International",1095,2167,8,135,331,4022,48,6264
LAS,"Las Vegas, NV: McCarran International",1302,945,9,50,122,3186,17,11901
LAX,"Los Angeles, CA: Los Angeles International",1278,1027,23,71,232,3571,20,15270
LGA,"New York, NY: LaGuardia",761,2401,1,160,435,3848,45,6008
MCO,"Orlando, FL: Orlando International",909,797,9,30,50,2419,17,8481
MDW,"Chicago, IL: Chicago Midway International",595,541,9,87,77,1594,21,6399
MIA,"Miami, FL: Miami International",511,492,2,43,56,1484,12,4058
MSP,"Minneapolis, MN: Minneapolis-St Paul International",711,905,15,40,179,2424,5,10493
ORD,"Chicago, IL: Chicago O'Hare International",2877,5158,12,204,1691,9673,50,19878
PDX,"Portland, OR: Portland International",362,221,7,11,28,896,0,3695
PHL,"Philadelphia, PA: Philadelphia International",878,1313,5,112,131,2966,30,5727
PHX,"Phoenix, AZ: Phoenix Sky Harbor International",1162,1019,25,85,181,3461,34,14095
SAN,"San Diego, CA: San Diego International",562,313,4,33,55,1379,8,5998
SEA,"Seattle, WA: Seattle/Tacoma International",643,593,15,28,92,1871,12,6584
SFO,"San Francisco, CA: San Francisco International",790,965,11,34,194,2509,24,8249
SLC,"Salt Lake City, UT: Salt Lake City International",464,208,13,34,93,1245,1,10376
TPA,"Tampa, FL: Tampa International",614,464,3,25,38,1540,12,5470
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",1415,2328,7,193,205,5471,113,28389
BOS,"Boston, MA: Logan International",734,1304,3,127,167,2824,5,7877
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",709,642,7,75,43,1861,10,7386
CLT,"Charlotte, NC: Charlotte Douglas International",940,1264,15,38,130,3040,3,7873
